"nid","published","created","changed","URL","Collection Name","NK Import ID","Institution Name","Institutional Code/Acronym","Collection Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status (Yes=Institutional, No=Project)","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","Status of Collection: Active?","LSID"
"25197","Yes","10 August 2016 - 1:46pm EDT","22 August 2016 - 3:39pm EDT","http://usfsc.grscicoll.org/institutional-collection/us-national-arboretum-herbarium","U.S. National Arboretum Herbarium",,"25195",,"NAH",,,,"ARS scientists maintain a wide variety of plants from all over the world as part of the U. S. National Arboretum Herbarium, a facility for research on the systematics, nomenclature, and history of cultivated plants. The herbarium contains about 600,000 specimens of 2,400 types of ornamentals, crop plants, weeds, and forest trees. The collection is worldwide in scope, and is noted for its extensive reference collection of the native flora of the United States and Canada. Formally organized in 1934, the herbarium serves as a national repository for voucher materials of wild and cultivated progenitors of various plants used for food, forage, industrial, and medicinal purposes. The collection has served to document germplasm materials as a permanent legacy of the history and development of American agriculture. Materials from the collection support ARS research on the nomenclature and taxonomy of cultivated plants, particularly those of economic importance. ARS also uses the collection to carry out 5,000 identifications annually as requested by government agencies, educational institutions, farmers, and other individuals and organizations.","Biological: Living organisms","Storage Environment: Ambient controlled (indoors)","Yes","USDA/ARS, Floral and Nursery Plants Research Unit","US National Arboretum","3501 NEW YORK AVE., N. E.","Washington","DC","20002","USA",,,,,,,,"23310","Yes",
"25200","Yes","10 August 2016 - 2:59pm EDT","29 August 2016 - 4:27pm EDT","http://usfsc.grscicoll.org/institutional-collection/national-animal-germplasm-program-nagp","National Animal Germplasm Program ( NAGP )",,"25199",,"NAGP","http://nrrc.ars.usda.gov/A-GRIN/main_webpage/ars?record_source=US","http://nrrc.ars.usda.gov/A-GRIN/tax_inv_drilldown_page?record_source=US",,"The United States contains a broad array of livestock genetic resources that have been used by the livestock industry to improve production efficiency and increase food security. The National Animal Germplasm Program provides genetic security and increased understanding of these livestock populations for industry and research community use. The diagram below illustrates the major components of the program (information systems, genetic evaluation, and cryobiology) as well as the broad array of national and international collaborators that work with us in acquiring germplasm or tissue samples that are secured by the program. These broader connections, like the NAGP Species Committees, are essential for capturing and assessing genetic variability. In addition this program interacts with international organizations in discussing policies concerning animal genetic diversity on a global scale and developing standardized methods for establishing and operating gene banks for livestock species.","Biological: Living organisms","Sample Treatment: Cryopreserved","Yes","NATIONAL LAB FOR GENETIC RESOURCES PRESERVATION","1111 SOUTH MASON STREET",,"Fort Collins","CO","80521","USA",,,,,,,,"25198","Yes",
"25203","Yes","11 August 2016 - 8:46am EDT","22 August 2016 - 11:16am EDT","http://usfsc.grscicoll.org/institutional-collection/arthropod-collection","Arthropod Collection",,"25202",,"AC",,,,"Despite being one of the smallest overseas biological control laboratories, the Australian Biological Control Laboratory (ABCL) has the largest arthropod collection with up to 10,000 specimens. These insects were collected over the past 25 years as part of foreign exploration research for biocontrol of weeds. The collection is generally sorted and identified to some level, and the overall condition is fair. There is no electronic database associated with the collection.","Biological: Preserved organisms, their parts & products","Sample Treatment: Fluid preserved","Yes","USDA/ARS, Australian Biological Control Laboratory","CSIRO Health and Biosecurity","GPO Box 2583","Brisbane","Queensland","4001","Australia","USDA/ARS, Australian Biological Control Laboratory","Ecosciences Precinct","41 Boggo Road","Dutton Park","Queensland","4102","Australia","25182","Yes",
"25205","Yes","11 August 2016 - 8:51am EDT","22 August 2016 - 11:16am EDT","http://usfsc.grscicoll.org/institutional-collection/arthropod-collection-0","Arthropod Collection",,"25204",,"AC",,,,"A large arthropod collection (approximately 8,000 specimens) has been developed over the past 44 years as a result of foreign exploration research for weed biological control. The South American Biological Control Laboratory (SABCL) collection is generally sorted and identified, but with less than 25 percent catalogued; it is not accessible through an electronic database.",,,"Yes",,,,"Buenos Aires",,,"Argentina",,,,,,,,"25191","Yes",
"25210","Yes","11 August 2016 - 10:32am EDT","11 August 2016 - 12:04pm EDT","http://usfsc.grscicoll.org/institutional-collection/leafyspurge-biocontrol-agents-collection","Leafyspurge Biocontrol Agents Collection",,"25209",,"LBAC",,,,,,,"Yes","USDA/ARS, Sino-American Biological Control Laboratory","No. 12 Zhongguancun Nan Da Jie","Haidian District","Beijing",,"100081","China",,,,,,,,"25208","Yes",
"25211","Yes","11 August 2016 - 10:35am EDT","11 August 2016 - 12:04pm EDT","http://usfsc.grscicoll.org/institutional-collection/saltcedar-tamarix-ramosissima-biocontrol-agents-collection","Saltcedar (Tamarix ramosissima) Biocontrol Agents Collection",,"25209",,"SBAC",,,,,,,"Yes","USDA/ARS, Sino-American Biological Control Laboratory","No. 12 Zhongguancun Nan Da Jie","Haidian District","Beijing",,"100081","China",,,,,,,,"25208","Yes",
"25212","Yes","11 August 2016 - 10:40am EDT","11 August 2016 - 12:03pm EDT","http://usfsc.grscicoll.org/institutional-collection/soybean-aphis-biocontrol-agent-collection","Soybean Aphis Biocontrol Agent Collection",,"25209",,"SABAC",,,,,,,"Yes","USDA/ARS, Sino-American Biological Control Laboratory","No. 12 Zhongguancun Nan Da Jie","Haidian District","Beijing",,"100081","China",,,,,,,,"25208","Yes",
"25213","Yes","11 August 2016 - 10:57am EDT","11 August 2016 - 12:03pm EDT","http://usfsc.grscicoll.org/institutional-collection/cereal-insects-genetic-resource-library","Cereal Insects Genetic Resource Library",,"25159",,"CIGRL",,,,"An important collection of insect genetic material for research regarding economically important pests of wheat and other small grains. The collection is used as an internal resource for scientists to develop pest management strategies through genetic research, and its resources are also provided to every plant breeding program in the Nation for germplasm selection. This collection is unique in maintaining live colonies of all known biotypes of the two most important cereal aphids, the greenbug (Schizaphis graminum) and the Russian wheat aphid (Diuraphis noxia); the latter costs the wheat industry $100 million in annual losses.     May have the Aphid Biotype and Natural Enemy Collection as a subcollection.","Biological: Living organisms","Storage Environment: Ambient controlled (indoors)","Yes","USDA/ARS, Wheat, Peanut and Other Field Crops Research","1301 N WESTERN RD",,"Stillwater","OK","74075-2714","USA",,,,,,,,"25158","Yes",
"25216","Yes","11 August 2016 - 11:16am EDT","11 August 2016 - 12:03pm EDT","http://usfsc.grscicoll.org/institutional-collection/vertebrate-virus-collection","Vertebrate Virus Collection",,"25215",,"VVC",,,,,,,"Yes","USDA/ARS, Exotic & Emerging Avian Viral Diseases Research (U.S. National Poultry Research Center)","934 COLLEGE STATION ROAD",,"Athens","Georgia","30605","USA",,,,,,,,"25214","Yes",
"25220","Yes","11 August 2016 - 11:22am EDT","3 October 2017 - 12:05pm EDT","http://usfsc.grscicoll.org/institutional-collection/vertebrate-virus-collection-0","Vertebrate Virus Collection",,"25218",,"VVC",,,,,,,"No","USDA/ARS, Foreign Animal Disease Research (Plum Island Animal Disease Center)","40550 Route 25",,"Orient Point","New York","11944","USA",,,,,,,,"25217","Yes",
"25222","Yes","11 August 2016 - 11:26am EDT","26 September 2016 - 2:12pm EDT","http://usfsc.grscicoll.org/institutional-collection/us-national-pollinating-insects-collection","U.S. National Pollinating Insects Collection",,"24116",,"NPIC",,,,"Contains around 1.2 million insect accessions. This collection serves ARS and the greater scientific community by supporting in-house research and existing as an archive of pollinating insects.","Biological: Preserved organisms, their parts & products",,"Yes","USDA/ARS, Pollinating Insects Research Unit ( PIRU )","5310 Old Main Hill","Utah State University","Logan","UT","84322-5310","USA",,,,,,,,"25219","Yes",
"25227","Yes","11 August 2016 - 1:39pm EDT","11 August 2016 - 3:06pm EDT","http://usfsc.grscicoll.org/institutional-collection/weed-biocontrol-arthropods-collection","Weed Biocontrol Arthropods Collection",,"25014",,"WBAC",,,,,,,"No","USDA/ARS, Pest Management Research Unit","Northern Plains Agricultural Research Laboratory","1500 North Central Avenue","Sidney","Montana","59270","USA",,,,,,,,"25226","No",
"25231","Yes","12 August 2016 - 10:12am EDT","25 August 2016 - 4:12pm EDT","http://usfsc.grscicoll.org/institutional-collection/birl-reference-voucher-specimen-collection","BIRL Reference Voucher Specimen Collection",,"25207",,"BIIRU",,,,"The Beneficial Insects Introduction Research Laboratory maintains a collection of an estimated 620,000 insect accessions of 909 species, compiled over the past 65 years. This collection plays a critical role in the biocontrol of invertebrate pests and weeds. It is available to support identification and verification needs, and it also provides valuable support to ARS scientists conducting genetic and genomics research, pest management research, crop protection research, crop production research, and research in other areas.","Biological: Preserved organisms, their parts & products","Sample Treatment: Cryopreserved","Yes","USDA/ARS, Beneficial Insects Introduction Research","501 South Chaple Street",,"Newark","DE","19713-3814","USA",,,,,,,,"25230","Yes",
"25234","Yes","12 August 2016 - 1:31pm EDT","15 August 2016 - 2:04pm EDT","http://usfsc.grscicoll.org/institutional-collection/yellow-dwarf-virus-collection","Yellow Dwarf Virus Collection",,"25033",,"YDYC",,,,,,,"No","USDA/ARS, Emerging Pests and Pathogens Research Unit","USDA, ARS, Robert W. Holley Center","538 Tower Rd.","Ithaca","New York","14853-2901","USA",,,,,,,,"25029","Yes",
"25238","Yes","12 August 2016 - 2:21pm EDT","22 August 2016 - 3:40pm EDT","http://usfsc.grscicoll.org/institutional-collection/exotic-pathogens-citrus-collection","Exotic Pathogens of Citrus Collection",,"25236",,"EPCC","https://www.ars.usda.gov/pandp/Docs.htm?docid=23375",,,"The EPCC includes several hundred strains of Xanthomonas axonopodis pv. citri (citrus canker) in frozen storage. These include the known diversity in this complex of species. We maintain all three Candidatus species of Liberibacter (huanglongbing or citrus greening disease) in the collection as well as Xylella fastidiosa (citrus variegated chlorosis). The EPCC includes an extensive collection of citrus viruses which are maintained in plants. These include accessions of Citrus tristeza virus (CTV) from 40 countries. There is exceptional variation in both the genotypes of CTV and in the symptoms induced in infected plants. Our collection includes strains representing multiple symptom patterns and genotypes. We also have Citrus yellow mosaic badnavirus obtained from India in the collection and citrus chlorotic dwarf, a virus from Turkey that produces spectacular symptoms. Rapid and sensitive DNA- or RNA-based diagnostic methods to assist in plant quarantine and phytosanitary applications have been developed for many of these pathogens over the years. These include Citrus Tristeza virus, Citrus yellow mosaic virus, strains of Xylella fastidiosa that cause citrus variegated chlorosis, bacteria called Xanthomonas citri that cause citrus canker, and the pathogen that causes huanglongbing or citrus greening disease.",,,"No","USDA/ARS, Molecular Plant Pathology Laboratory","10300 Baltimore Ave.","Bldg. 004, Rm. 118, BARC-WEST","Beltsville","Maryland","20705","USA",,,,,,,,"25237","Yes",
"25242","Yes","12 August 2016 - 2:59pm EDT","17 August 2016 - 4:58pm EDT","http://usfsc.grscicoll.org/institutional-collection/ornamentals-associated-plant-virus-collection","Ornamentals-Associated Plant Virus Collection",,"25195",,"OAPVC",,,,"The Floral and Nursery Plants Research Unit maintains a collection of viruses that infect ornamental plants and related viruses.  The collection consists of over 60 distinct species, several represented by multiple isolates from different hosts and geographic origins.  These serve as reference standards for serological and nucleic acid based tests, assisting both internal and external institutions with the development of monoclonal antibodies and PCR primers for detection and identification.  The collections include associated monoclonal antibodies and hybridoma cell lines, as well as polyclonal antisera against some accessions.  Using antigens and isolates from this collection, scientists have conducted research leading to the patenting of a cross-reactive antibody and cell line, which were subsequently licensed to a diagnostics company and commercialized.  Resources from this collection have also contributed to the development of detection methods for Angelonia flower break virus, a virus that had initially halted breeding programs.",,,"No","USDA/ARS, Floral and Nursery Research Unit","10300 Baltimore Ave.","Bldg. 003, Room 012, BARC-WEST","Beltsville","Maryland","20705","USA",,,,,,,,"25241","Yes",
"25244","Yes","15 August 2016 - 11:49am EDT","15 August 2016 - 1:55pm EDT","http://usfsc.grscicoll.org/institutional-collection/live-cattle-germplasm-collection","Live Cattle Germplasm Collection",,"25224",,"LCGC",,,,"The Livestock and Range Research Laboratory maintains a collection of approximately 230 cattle and cattle semen, embryos, and blood as part of a cattle inbreeding experiment started in 1946. The cattle have been used to support a wide range of research, including the sequencing of the bovine genome and research conducted by the Hereford cattle breeding industry.","Biological: Living organisms",,"Yes","USDA/ARS, Range and Livestock Research","USDA-ARS Fort Keogh LARRL","243 Fort Keogh Road","Miles City","MT","59301-4016","USA",,,,,,,,"25223","Yes",
"25250","Yes","16 August 2016 - 1:07pm EDT","16 August 2016 - 2:44pm EDT","http://usfsc.grscicoll.org/institutional-collection/citrus-tristeza-virus-collection","Citrus Tristeza Virus Collection",,"25246",,"CTVC",,,,"The ARS San Joaquin Valley Agricultural Sciences Center maintains approximately 125 isolates of citrus tristeza virus, the most significant viral disease affecting citrus in the United States. The collection includes isolates representing all important strains that currently exist in California.",,,"No","USDA/ARS, Crop Diseases, Pests and Genetics Research Unit","San Joaquin Valley Agricultural Sciences Center","9611 S. Riverbend Avenue","Parlier","California","93648","USA",,,,,,,,"25249","Yes",
"25253","Yes","17 August 2016 - 9:46am EDT","17 August 2016 - 4:55pm EDT","http://usfsc.grscicoll.org/institutional-collection/vegetable-and-sugarbeet-virus-collection","Vegetable and Sugarbeet Virus Collection",,"25252",,"VSVC",,,,"The Crop Improvement and Protection Research Unit maintains a Vegetable and Sugarbeet Virus Collection, consisting of two smaller collections. One is a collection of whitefly-transmitted viruses, possibly the most diverse collection of criniviruses in the world, and the other is a collection of soil-borne viruses of vegetable and sugarbeet, which includes all major soil-borne viruses affecting these crops.",,,"No","USDA/ARS, Crop Improvement and Protection Research Unit",,"1636 E. Alisal St.","Salinas","California","93905","USA",,,,,,,,"25251","Yes",
"25256","Yes","17 August 2016 - 9:59am EDT","17 August 2016 - 4:55pm EDT","http://usfsc.grscicoll.org/institutional-collection/cereal-virus-collection","Cereal Virus Collection",,"25255",,"CVC",,,,"The Cereal Crops Research Unit maintains a collection of over one million specimens of cereal viruses, including barley stripe mosaic virus strains and antisera, to support genomic and other research at that location. In addition, isolates from the collection are available for distribution to research labs around the nation.",,,"No","USDA/ARS, Cereal Crops Research Unit","Red River Valley Agricultural Research Center","1605 Albrecht Blvd. North","Fargo","North Dakota","58102-2765","USA",,,,,,,,"25254","Yes",
"25259","Yes","17 August 2016 - 10:11am EDT","17 August 2016 - 4:54pm EDT","http://usfsc.grscicoll.org/institutional-collection/maize-virus-collection","Maize Virus Collection",,"25258",,"MVC",,,,,,,"Yes","USDA/ARS, Corn, Soybean and Wheat Quality Research Unit",,"1680 Madison Ave.","Wooster","Ohio","44691","USA",,,,,,,,"25257","Yes",
"25261","Yes","17 August 2016 - 11:17am EDT","17 August 2016 - 4:53pm EDT","http://usfsc.grscicoll.org/institutional-collection/national-germplasm-resources-lab-quarantine-virusviroid-collection","National Germplasm Resources Lab Quarantine Virus/Viroid Collection",,"25260",,"PDRUVC",,,,"The National Germplasm Resources Laboratory&rsquo;s Plant Disease Research Unit maintains a quarantine collection of viruses/viroids for crop production research. The collection currently includes more than 60 isolates of foreign and domestic origin, which are used primarily for Agricultural Research Service research to detect, characterize, and eliminate quarantine pathogens. The pathogens are maintained as infected plant material in pome and stone fruit trees, sugarcane, blackberies &amp; raspberries, potatoes, and sweet potatoes. All are clonally propragated crops, the germplasm of which is prohibited from entry into the United States exepct though an approved quarnatine program.","Biological: Living organisms","Storage Environment: Other (please define)","No","USDA/ARS, National Germplasm Resources Laboratory","10300 Baltimore Ave.","Bldg. 004","Beltsville","Maryland","20705","USA",,,,,,,,"25112","Yes",
"25262","Yes","17 August 2016 - 3:43pm EDT","9 May 2017 - 12:00pm EDT","http://usfsc.grscicoll.org/institutional-collection/us-national-insect-collection-beltsville","U.S. National Insect Collection, Beltsville",,"25248",,"USNIC-B",,"http://collections.nmnh.si.edu/search/ento/",,"This subset of the U.S. National Insects Collection, which is primarly housed by the Smithsonian Institution&#39;s National Museum of Natural History, comprises the Coccomorpha (scale insects), Aphidomorpha (aphids); Alyrodomorpha (whiteflies), Psyllomorpha (psyllids), Thysanoptera (thrips),  and Acari (mites) collections.  Information about the Aphidomorpha (Aphididae, Adelgidae, and Phylloxeridae) samples is available through the US National Insect Collection database.  To search for one of these subgroups, use the &quot;family&quot; dropdown on one of the search subpages.","Biological: Exoskeletons","Sample Treatment: Pinned","Yes","USDA/ARS, Systematic Entomology Laboratory","10300 BALTIMORE AVENUE","BLDG. 005, RM. 025, BARC-WEST","Beltsville","MD","20705","USA",,,,,,,,"25247","Yes",
"25265","Yes","18 August 2016 - 10:23am EDT","12 September 2016 - 11:01am EDT","http://usfsc.grscicoll.org/institutional-collection/small-fruit-crops-plant-virus-collection","Small Fruit Crops-Plant Virus Collection",,"25264",,"SMCPVC",,,,"The Horticultural Crops Research Unit maintains a collection of plant viruses to support research on viruses that infect small fruit plants. The collection represents a broad range of virus species and includes over 250 species, strains, and isolates of plant viruses. The collection&rsquo;s primary use is for research to develop and test reagents for virus detection and differentiation, although some resources from the collection are also available to outside institutes and companies, most of this collection is in the form of freeze dried tissue and not for distribution as thesea are archived materials.  None of the collection can be distribued without a PPQ 526 permt.",,,"No","USDA/ARS, Horticultural Crops Research Unit",,"3420 NW Orchard Ave.","Corvallis","Oregon","97330","USA",,,,,,,,"25263","Yes",
"25268","Yes","18 August 2016 - 2:22pm EDT","18 August 2016 - 3:50pm EDT","http://usfsc.grscicoll.org/institutional-collection/specialty-crop-associated-plant-pathogen-collections","Specialty Crop-Associated Plant Pathogen Collections",,"25266",,"SCAPPC",,,,"The National Clonal Germplasm Repository maintains a collection of plant genetic resources, including 97 different pathogens, many of which are plant viruses. The collection is used for pathogen detection, evaluation, and distribution to international quarantine agencies, university researchers, and private companies, where it is used for research and for the establishment of pathogen testing programs.",,,"No","USDA/ARS, National Clonal Germplasm Repository",,"33447 Peoria Rd.","Corvallis","Oregon","97333","USA",,,,,,,,"25267","Yes",
"25270","Yes","19 August 2016 - 7:27am EDT","12 September 2016 - 11:02am EDT","http://usfsc.grscicoll.org/institutional-collection/barc-insect-cell-culture-collection","BARC Insect Cell Culture Collection",,"25012",,"BICCC",,,,"Approximately 90 insect cell lines from approximately 30 species (mostly order Lepidoptera), stored in liquid nitrogen and/or maintained as actively growing cultures. The majority of these are cell lines originally developed in ARS but approximately 25% are cell lines that were originally developed at other locations, including U.S. universities and foreign research locations. While ARS has all the rights and responsibilities inherent with the material developed in its laboratories, the authority to distribute material from other, non-government, researchers would need to be determined.","Biological: Living cell or tissue cultures","Sample Treatment: Cryopreserved","Yes","USDA/ARS, Invasive Insect Biocontrol and Behavior Laboratory","Bldg. 007, Room 301, BARC-West","10300 Baltimore Avenue","Beltsville","Maryland","20705","USA",,,,,,,,"25058","Yes",
"25271","Yes","19 August 2016 - 7:44am EDT","22 August 2016 - 11:17am EDT","http://usfsc.grscicoll.org/institutional-collection/biological-control-insects-unit-cell-culture-collection","Biological Control of Insects Unit Cell Culture Collection",,"25098",,"BCIUCCC",,,,"ARS researchers at the Biological Control of Insects Unit maintain a collection of 54 insect cell lines from 27 different species, with a focus on moths.  This collection is used for Agency research on insect virus control.",,,"No","USDA/ARS, Biological Control of Insects Research Laboratory","Research Park","1503 South Providence","Columbia","Missouri","65211","USA",,,,,,,,"25097","Yes",
"25272","Yes","22 August 2016 - 12:16pm EDT","22 August 2016 - 3:37pm EDT","http://usfsc.grscicoll.org/institutional-collection/potato-virus-y-isolates-collection","Potato Virus Y Isolates Collection",,"25033",,"PVYIC",,,,"ARS scientists are developing a collection of potato virus Y isolates to support a new research program to control damage caused by necrotic strains of this virus. The collection contains 3,000 isolates of the virus, which has emerged in recent years as a serious pathogen affecting potato production in the United States and Canada.",,,"No","USDA/ARS, Emerging Pests and Pathogens Research Unit",,"538 Tower Road","Ithaca","New York","14853","USA",,,,,,,,"25029","Yes",
"25273","Yes","22 August 2016 - 12:24pm EDT","22 August 2016 - 3:36pm EDT","http://usfsc.grscicoll.org/institutional-collection/arthropod-borne-infectious-agents-collection","Arthropod-borne Infectious Agents Collection",,"25118",,"ABIAC",,,,"The Arthropod-Borne Animal Diseases Research Unit (ABADRU) maintains a collection of numerous low to high pathogenicity arthropod-borne microbes from North, Central, and South America; Europe; Australia; Africa; and Asia. The collection includes a large number of bluetongue and epizootic hemorrhagic disease virus (Orbivirus) isolates, vesicular stomatitis virus isolates, MP-12 Rift Valley fever virus and strains of low pathogenicity, and Enterobacteriaceae which have been used to develop and validate diagnostic tests, to conduct molecular epidemiological investigations, to investigate mechanisms of viral replication and transmission and mechanisms of vector infection.","Biological: Living organisms","Storage Environment: Frozen (-80)","No","USDA/ARS, Arthropod-Borne Animal Diseases Research Unit (ABADRU)","Center for Grain & Animal Health Research","1515 College Ave.","Manhattan","Kansas","66502","USA",,,,,,,,"25117","Yes",
"25274","Yes","22 August 2016 - 2:05pm EDT","22 August 2016 - 3:36pm EDT","http://usfsc.grscicoll.org/institutional-collection/mexican-fruit-fly-collection","Mexican Fruit Fly Collection",,"25144",,"MFFC",,,,"Over 7,000 embryos of the Tapachula mass-rearing strain of the Mexican fruit fly are stored. In recent years, ARS developed this collection from collaborative research with APHIS scientists to develop a cryopreservation protocol for the fly.",,,"No","USDA/ARS, Insect Genetics and Biochemistry Research Unit","Red River Valley Agricultural Research Center","1605 Albrecht Blvd. North","Fargo","North Dakota","58102-2765","USA",,,,,,,,"25143","Yes",
"25275","Yes","22 August 2016 - 2:11pm EDT","22 August 2016 - 3:35pm EDT","http://usfsc.grscicoll.org/institutional-collection/screwworm-collection","Screwworm Collection",,"25199",,"SWC","http://www.ars-grin.gov/","http://nrrc.ars.usda.gov/A-GRIN/main_webpage/ars?record_source=US",,"Scientists in the National Animal Germplasm Program (NAGP) at the National Center for Genetic Resources Preservation (NCGRP) maintain a collection of many important and unique strains of screwworms. Presently, the collection includes approximately 25,000 screwworm embryos, including 10 of the most important strains.",,,"Yes","USDA/ARS, Plant And Animal Genetic Resources Preservation Research Unit","National Lab For Genetic Resources Preservation","1111 South Mason Street","Fort Collins","Colorado","80521","USA",,,,,,,,"25198","Yes",
"25276","Yes","23 August 2016 - 9:54am EDT","23 August 2016 - 10:39am EDT","http://usfsc.grscicoll.org/institutional-collection/multispecies-aquatic-species-collection","Multispecies Aquatic Species Collection",,"25233",,"ASC",,,,"ARS researchers at the National Sedimentation Laboratory Water Quality and Ecology Research Unit have developed a multispecies collection of fish, amphibians, reptiles, and mammas. This collection, containing 10,600 specimens of 124 vertebrate species, provides baseline information on life form changes in rivers, streams, and wetlands.","Biological: Preserved organisms, their parts & products",,"Yes","WATER QUALITY AND ECOLOGY RESEARCH UNIT","598 MC ELROY DRIVE",,"Oxford","MS","38655","USA",,,,,,,,"25232","Yes",
"25303","Yes","8 September 2016 - 10:04am EDT","26 September 2016 - 2:20pm EDT","http://usfsc.grscicoll.org/institutional-collection/soil-sample-archive","Soil Sample Archive",,"25301",,"SSA","http://ncsslabdatamart.sc.egov.usda.gov/","http://ncsslabdatamart.sc.egov.usda.gov/",,"The Soil Sample Archive contains more than 226,000 samples from over 37,000 sites. Samples have metadata available in associated databases including analytical data and site and pedon data. Samples are from all 50 states and various foreign countries and were collected beginning in the 1940s. Most samples were collected by NRCS field soil scientists, and the analytical data has been used for soil classification (Soil Taxonomy) and for interpretations for soil use and management in support of the National Cooperative Soil Survey program. Typically, samples from each genetic soil horizon to a depth of approximately 2 meters are collected at representative sites.","Earth & Planetary: Soils","Sample Treatment: Dried","Yes","USDA/NRCS Soil Survey Center","100 Centennial Mall N, Room 152",,"Lincoln","NE","68508-3866","USA",,,,,,,,"25279","Yes",
"25321","Yes","5 October 2016 - 10:30am EDT","5 October 2016 - 11:23am EDT","http://usfsc.grscicoll.org/institutional-collection/materials-reference-library-15-individual-collections","Materials Reference Library (15 Individual Collections)",,"24623",,"FHWA-A",,"http://192.186.205.27/ltppt/mrl/inventory",,"-Asphalt Research Consortium Inventory -Crumb Rubber Materials Inventory -LTPP Aggregate Inventory -LTPP Binder -LTPP Core Inventory - LTPP Cross Profile Inventory - LTPP Distress Film Inventory - LTPP Distress Film Map Inventory - LTPP Loose Mixture Inventory - Other Materials Inventory - SHRP Aggregate Inventory - SHRP Binder (1 Gallon,1 Quart, first Heat) Inventory - SHRP Binder (5 Gallon) Inventory - SHRP Miscellaneous Binder Inventory - WesTrack Inventory",,,"Yes","FHWA-Long-Term Pavement Performance (LTPP) Materials Reference Library","1625 Crane Way",,"Sparks","Nevada","89431","USA",,,,,,,,"25114","Yes",
"25413","Yes","14 November 2016 - 1:37pm EST","14 November 2016 - 3:38pm EST","http://usfsc.grscicoll.org/institutional-collection/va-boston-healthcare-system-gastrointestinal-biorepository","VA Boston Healthcare System Gastrointestinal Biorepository",,"24210",,"VABHSGIB",,,,"Gastrointestal tumor tissue and uninvolved adjacent tissue as well as serum and peripheral blood mononuclear cells are banked. Specimens are predominantly obtained at the time of surgical resection.",,"Sample Treatment: Cryopreserved","Yes","VA Boston Healthcare System","1400 VFW Parkway",,"West Roxbury","MA","02132","USA",,,,,,,,"25412","Yes",
"25416","Yes","15 November 2016 - 3:22pm EST","15 November 2016 - 3:27pm EST","http://usfsc.grscicoll.org/institutional-collection/entomology-collection-4","Entomology Collection",,"2967",,"knwr_ento","https://www.fws.gov/refuge/Kenai/what_we_do/science/specimens.html","http://arctos.database.museum/knwr_ento",,"The entomology collection (international collection coden: KNWR) currently includes over 7,000 databased specimens/lots, mostly insects collected as part of the Refuge&rsquo;s Long Term Ecological Monitoring Program.    The arthropod collection contains about 20,000 specimens focused on the Kenai National Wildlife Refuge. All of the arthropods (insects, spiders, centipedes, etc.) will be a single collection without the need for collection codes for the foreseeable future. There are also a handful of Gastropods and Oligochaetes included.  Loans of KNWR specimens for research purposes are encouraged.  Since most KNWR arthropod specimens are eventually to be deposited at the University of Alaska Museum, please refer to the UAM entomology collection loan policy for general loan guidelines.","Biological: Preserved organisms, their parts & products","Sample Treatment: Dried","Yes","Kenai National Wildlife Refuge","P.O. Box 2139",,"Soldotna","AK","99669","USA",,,,,,,,"2800","Yes",
"25417","Yes","15 November 2016 - 3:25pm EST","15 November 2016 - 3:28pm EST","http://usfsc.grscicoll.org/institutional-collection/herbarium-5","Herbarium",,"2967",,"knwr_herb","https://www.fws.gov/refuge/Kenai/what_we_do/science/specimens.html","http://arctos.database.museum/knwr_herb",,"The herbarium contains over 200 plant specimens, including many older specimens from the 1950s and 1960s.  Our collection data are managed on Arctos and are searchable via an entomology collection portal, an herbarium portal, and through GBIF.  Genetic data (DNA barcodes) from KNWR specimens are posted on BOLD and GenBank.  Loans of KNWR specimens for research purposes are encouraged.  Since most KNWR arthropod specimens are eventually to be deposited at the University of Alaska Museum, please refer to the UAM entomology collection loan policy for general loan guidelines.","Biological: Preserved organisms, their parts & products","Sample Treatment: Dried","Yes","Kenai National Wildlife Refuge","P.O. Box 2139",,"Soldotna","AK","99669","USA",,,,,,,,"2800","Yes",
"25423","Yes","22 November 2016 - 9:10am EST","22 November 2016 - 9:34am EST","http://usfsc.grscicoll.org/institutional-collection/gcsl-micro","GCSL-MICRO",,"16358",,"GCSL-MICRO",,,,"Bacterial isolates of significance to seafood safety.","Biological: Living organisms","Sample Treatment: Cryopreserved","Yes","1 Iberville Drive",,,"Dauphin Island","AL","36528","USA",,,,,,,,"25422","Yes",
